,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Texas,Texas,GPE,-0.13125000,0.75000000,en,1.00000000,4059594-8,12217092,L,28.92040000,-98.57720000,CENTRAL-AMERICA,United States,NCA
Montana,Montana,GPE,-0.13125000,0.75000000,en,1.00000000,4262460-5,729114,P,43.41250000,23.22500000,EUROPE-AFRICA,Bulgaria,MED
San Francisco,San Francisco,GPE,0.00000000,0.00000000,en,1.00000000,4344631-0,3600949,P,14.08180000,-87.20681000,CENTRAL-AMERICA,Honduras,SCA
Arizona,Arizona,GPE,0.00000000,0.00000000,en,1.00000000,4002920-7,5551752,A,34.50030000,-111.50098000,NORTH-AMERICA,United States,WNA
Oe Town,Oe Town,GPE,0.50000000,0.50000000,en,1.00000000,,0,,,,,,
Botanical Garden's,Botanical Garden's,LOC,0.00000000,0.00000000,en,1.00000000,,7802716,L,15.17244000,145.74922000,PACIFIC,Northern Mariana Islands,NPO
Cagi de Reve,Cagi de Reve,GPE,0.21212121,0.61818182,en,1.00000000,,0,,,,,,
Kiryu,Kiryu,GPE,0.35000000,0.55000000,en,1.00000000,10032371-6,1859405,P,36.40000000,139.33333000,ASIA,Japan,EAS
Pool D,Pool D,GPE,0.20000000,0.21666667,en,1.00000000,,6241245,H,-38.35823000,176.36021000,OCEANIA,New Zealand,NZ
Yuzuya,Yuzuya,GPE,0.00000000,0.37500000,en,1.00000000,,0,,,,,,
Setagaya,Setagaya,GPE,0.31250000,0.33333333,en,1.00000000,,1852675,A,35.64657000,139.65325000,ASIA,Japan,EAS
Shibuya Gyoza,Shibuya Gyoza,GPE,0.09943182,0.47727273,en,1.00000000,,0,,,,,,
Kajima,Kajima,GPE,-0.28437500,0.51250000,en,1.00000000,,333664,L,8.85000000,38.63333000,AFRICA,Ethiopia,NEAF
Egg San,Egg San,GPE,0.40000000,0.75000000,en,1.00000000,,7669542,P,47.39313000,9.22760000,EUROPE,Switzerland,WCE
Daiichi-tei,Daiichi-tei,LOC,0.40000000,0.50000000,en,1.00000000,,0,,,,,,
Hinode-cho,Hinode-cho,LOC,0.00000000,0.00000000,en,1.00000000,,11709853,P,43.73822000,143.78752000,ASIA,Japan,EAS
Futaba County,Futaba County,GPE,-0.33181818,0.72727273,en,1.00000000,,0,,,,,,
Omuta City,Omuta City,GPE,0.07409091,0.24863636,en,1.00000000,,0,,,,,,
bondro,bondro,GPE,0.00000000,0.00000000,en,1.00000000,,1065667,H,-19.16667000,44.73333000,AFRICA,Madagascar,MDG
Maebashi City,Maebashi City,GPE,0.25000000,0.50000000,en,1.00000000,4585830-5,1857843,X,36.39110900,139.06083000,ASIA,Japan,EAS
Kiryu City,Kiryu City,GPE,0.25000000,0.50000000,en,1.00000000,,0,,,,,,
Taizentenki.jp,Taizentenki.jp,GPE,0.25000000,0.50000000,en,1.00000000,,0,,,,,,
Ashikita Town,Ashikita Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kuma Village,Kuma Village,GPE,0.00000000,0.00000000,en,1.00000000,,2110193,P,3.17315000,172.95972000,PACIFIC,Kiribati,EPO
Uvance,Uvance,GPE,-0.25000000,0.25000000,en,1.00000000,,0,,,,,,
Nagoya PARCO West Building,Nagoya PARCO West Building,GPE,0.00000000,0.16666667,en,1.00000000,,0,,,,,,
Okubo,Okubo,GPE,0.00000000,0.00000000,en,1.00000000,,1862755,P,35.70307000,139.70436000,ASIA,Japan,EAS
Naha,Naha,GPE,0.00000000,0.00000000,en,1.00000000,4436813-6,1856035,P,26.21300000,127.67851000,ASIA,Japan,EAS
the Daimaru Weir,the Daimaru Weir,LOC,0.10000000,0.40000000,en,1.00000000,,0,,,,,,
6-chome river,6-chome river,LOC,0.01250000,0.19083333,en,1.00000000,,0,,,,,,
R6 Tama River Daimaru,R6 Tama River Daimaru,LOC,0.01250000,0.19083333,en,1.00000000,,0,,,,,,
Kidzania,Kidzania,GPE,0.00000000,0.00000000,en,1.00000000,,11836850,L,38.77903000,-9.21882000,EUROPE-AFRICA,Portugal,MED
Grand Castella,Grand Castella,GPE,0.37878788,0.78484848,en,1.00000000,,6506502,S,38.99700000,-1.85450000,EUROPE-AFRICA,Spain,MED
Yokumoku,Yokumoku,GPE,0.37878788,0.78484848,en,1.00000000,,0,,,,,,
Minamisanriku Town,Minamisanriku Town,GPE,0.00000000,0.09583333,en,1.00000000,,0,,,,,,
KDcolle,KDcolle,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Mukaigawara,Mukaigawara,GPE,0.25000000,0.25000000,en,1.00000000,,7552223,S,35.57218000,139.66729000,ASIA,Japan,EAS
the City of Buffalo,the City of Buffalo,GPE,-0.03125000,0.37500000,en,1.00000000,4080569-4,5110629,P,42.88645000,-78.87837000,NORTH-AMERICA,United States,ENA
the Chita Peninsula,the Chita Peninsula,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Sakanaction,Sakanaction,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Shokz Japan,Shokz Japan,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Sasebo,Sasebo,GPE,0.00000000,0.00000000,en,1.00000000,4309919-1,1852899,P,33.16834000,129.72502000,ASIA,Japan,EAS
Nagasaki Prefecture,Nagasaki Prefecture,GPE,0.00000000,0.00000000,en,1.00000000,,1856177,P,32.75000000,129.88333000,ASIA,Japan,EAS
the Antarctic sea,the Antarctic sea,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Minas Gerais,Minas Gerais,GPE,-0.25000000,0.45000000,en,1.00000000,4039398-7,3457153,A,-18.00000000,-44.00000000,SOUTH-AMERICA,Brazil,NES
Miyazaki Prefecture Kushima City,Miyazaki Prefecture Kushima City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
New England,New England,LOC,0.06818182,0.22727273,en,1.00000000,4075306-2,11919979,L,44.00000000,-71.00000000,NORTH-AMERICA,United States,ENA
Ueda City,Ueda City,GPE,0.08333333,0.54444444,en,1.00000000,,0,,,,,,
Hamburg,Hamburg,GPE,-0.01272727,0.51090909,en,1.00000000,4239189-1,2911298,P,53.55073000,9.99302000,EUROPE,Germany,NEU
Pantan,Pantan,GPE,0.00000000,0.00000000,en,1.00000000,,10321415,A,27.90109000,85.79494000,ASIA,Nepal,TIB
Tachikawa City,Tachikawa City,GPE,-0.16666667,0.16666667,en,1.00000000,,5853790,S,21.30056000,-157.84806000,PACIFIC,United States,NPO
Orcan,Orcan,GPE,0.00000000,0.40000000,en,1.00000000,,4795929,H,18.34329000,-64.69652000,CENTRAL-AMERICA,U.S. Virgin Islands,CAR
Aogashima,Aogashima,LOC,0.00000000,0.00000000,en,1.00000000,,1865268,A,32.45735000,139.76646000,PACIFIC,Japan,NPO
Johor,Johor,GPE,0.00000000,0.50000000,en,1.00000000,4096604-5,1732752,P,1.46550000,103.75780000,ASIA,Malaysia,SEA
Tohoku Sea,Tohoku Sea,LOC,0.17000000,0.46333333,en,1.00000000,,0,,,,,,
"Urayasu City,","Urayasu City,",GPE,0.35000000,0.55000000,en,1.00000000,,0,,,,,,
Millbrook,Millbrook,GPE,0.20033670,0.41902357,en,1.00000000,,4076239,P,32.47986000,-86.36192000,NORTH-AMERICA,United States,ENA
Kamisunagawa Town,Kamisunagawa Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Asahikawa,Asahikawa,GPE,-0.21666667,0.41666667,en,1.00000000,7655507-0,2130629,P,43.77063000,142.36489000,ASIA,Japan,EAS
Macchan,Macchan,GPE,0.00000000,0.00000000,en,1.00000000,,13255032,P,-9.05225000,-77.02347000,SOUTH-AMERICA,Peru,NWS
Ezo,Ezo,GPE,0.40000000,0.50000000,en,1.00000000,4095546-1,2130038,T,43.43197000,142.93467000,ASIA,Japan,EAS
Asahikawa City,Asahikawa City,GPE,0.00000000,0.00000000,en,1.00000000,7655507-0,2130629,P,43.77063000,142.36489000,ASIA,Japan,EAS
Mihama Town,Mihama Town,LOC,-0.05000000,0.40000000,en,1.00000000,,0,,,,,,
Chita Peninsula,Chita Peninsula,LOC,0.19166667,0.61666667,en,1.00000000,,1864541,T,34.83333000,136.88333000,ASIA,Japan,EAS
Hidakaya,Hidakaya,GPE,-0.05000000,0.75000000,en,1.00000000,,0,,,,,,
Atami City,Atami City,GPE,-0.08333333,0.28333333,en,1.00000000,,10102250,S,25.13670000,121.50927000,ASIA,Taiwan,EAS
"Imari City, Saga Prefecture","Imari City, Saga Prefecture",GPE,0.01666667,0.16666667,en,1.00000000,,0,,,,,,
oden,oden,GPE,0.00000000,0.00000000,en,1.00000000,,0,U,85.86667000,156.91667000,,,
Netherlands,Netherlands,GPE,0.50000000,0.90000000,en,1.00000000,4042203-3,2750405,A,52.25000000,5.75000000,EUROPE,The Netherlands,NEU
Rokko Island,Rokko Island,LOC,0.00000000,0.00000000,en,1.00000000,,10074736,T,61.49195000,25.01174000,EUROPE,Finland,NEU
the Mineoka mountain,the Mineoka mountain,LOC,0.00000000,0.10000000,en,1.00000000,,0,,,,,,
Hikorohi,Hikorohi,GPE,0.50000000,0.87500000,en,1.00000000,,0,,,,,,
Costa Nova,Costa Nova,GPE,0.35000000,0.55000000,en,1.00000000,,2740434,P,40.61391000,-8.75069000,EUROPE-AFRICA,Portugal,MED
Wakasa Bay,Wakasa Bay,LOC,0.14545455,0.46666667,en,1.00000000,,1848946,H,35.75000000,135.66667000,ASIA,Japan,EAS
Soviet Union,Soviet Union,GPE,-0.08333333,0.21666667,en,1.00000000,4077548-3,8354411,X,60.00000000,98.00000000,ASIA,Russia,ESB
Caucasus,Caucasus,LOC,-0.08333333,0.21666667,en,1.00000000,,0,L,42.00000000,45.00000000,,,
the Caspian Sea,the Caspian Sea,LOC,-0.08333333,0.21666667,en,1.00000000,,0,,,,,,
the Black Sea,the Black Sea,LOC,-0.08333333,0.21666667,en,1.00000000,,-1,,,,,,
Yerevan,Yerevan,GPE,-0.08333333,0.25000000,en,1.00000000,,-1,,,,,,
Kawatana,Kawatana,GPE,-0.01000000,0.15333333,en,1.00000000,,-1,,,,,,
Ginza,Ginza,GPE,0.70000000,0.60000000,en,1.00000000,,1863623,P,35.67184000,139.76717000,ASIA,Japan,EAS
Musashikoyama,Musashikoyama,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Antenor,Antenor,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Koyanagicho,Koyanagicho,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ome City,Ome City,GPE,0.60000000,0.95000000,en,1.00000000,,-1,,,,,,
Yoyogi Park,Yoyogi Park,LOC,0.12500000,0.20416667,en,1.00000000,,-1,,,,,,
Koto Ward,Koto Ward,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Futtsu City,Futtsu City,GPE,0.16607143,0.40952381,en,1.00000000,,0,,,,,,
Sosa City,Sosa City,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
the Satsuma Peninsula,the Satsuma Peninsula,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Osumi,Osumi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Tanegashima,Tanegashima,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kumagaya,Kumagaya,GPE,-0.00254329,0.37142857,en,1.00000000,,-1,,,,,,
Miyagi Prefecture,Miyagi Prefecture,LOC,-0.80000000,1.00000000,en,1.00000000,,-1,,,,,,
the Yayoi Sho,the Yayoi Sho,LOC,-0.25000000,0.25000000,en,1.00000000,,-1,,,,,,
Satsumasendai City,Satsumasendai City,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Nakano-Iiyama,Nakano-Iiyama,LOC,-0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Bali,Bali,GPE,0.04666667,0.32666667,en,1.00000000,,-1,,,,,,
Kamchatka,Kamchatka,GPE,-0.05000000,0.05000000,en,1.00000000,,-1,,,,,,
the Ikomayama derby,the Ikomayama derby,LOC,0.40000000,0.40833333,en,1.00000000,,-1,,,,,,
Oyama City (Tochigi Prefecture,Oyama City (Tochigi Prefecture,GPE,0.44166667,0.68333333,en,1.00000000,,-1,,,,,,
Stormy,Stormy,LOC,0.02599206,0.30615079,en,1.00000000,,-1,,,,,,
Itoshima,Itoshima,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Perth,Perth,GPE,0.11428571,0.32380952,en,1.00000000,,-1,,,,,,
Manchester City,Manchester City,GPE,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
Imuraya,Imuraya,GPE,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
the western Sea,the western Sea,LOC,0.00000000,0.43333333,en,1.00000000,,-1,,,,,,
Cocos,Cocos,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Yahaba Town,Yahaba Town,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Sendai city,Sendai city,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Machi,Machi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Suzuka Ueno,Suzuka Ueno,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Fuyuhashi,Fuyuhashi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Natsumi,Natsumi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Babahera,Babahera,GPE,-0.10000000,0.75000000,en,1.00000000,,-1,,,,,,
The Tachikawa City Half Marathon,The Tachikawa City Half Marathon,GPE,-0.16666667,0.16666667,en,1.00000000,,-1,,,,,,
Delaware,Delaware,GPE,-0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Kamo,Kamo,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the east coast,the east coast,LOC,0.00000000,0.15000000,en,1.00000000,,-1,,,,,,
Northern Tohoku,Northern Tohoku,GPE,-0.06666667,0.50000000,en,1.00000000,,-1,,,,,,
Mataro,Mataro,GPE,0.13750000,0.52500000,en,1.00000000,,-1,,,,,,
​​fire,​​fire,GPE,0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
Ota City,Ota City,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Akabeko,Akabeko,GPE,0.80000000,0.75000000,en,1.00000000,,-1,,,,,,
Japan.・Kanto-Koshin,Japan.・Kanto-Koshin,LOC,-0.02500000,0.17500000,en,1.00000000,,-1,,,,,,
Otsu City,Otsu City,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Miyakojima City,Miyakojima City,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Tara,Tara,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ginza Chuo-dori,Ginza Chuo-dori,GPE,-0.21666667,0.66666667,en,1.00000000,,-1,,,,,,
London,London,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Korea's,South Korea's,GPE,0.19523810,0.31904762,en,1.00000000,,-1,,,,,,
Time zone,Time zone,GPE,0.11666667,0.22500000,en,1.00000000,,-1,,,,,,
Toma Town,Toma Town,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bungeishunju,Bungeishunju,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Kanto Mountains,the Kanto Mountains,LOC,-0.20000000,0.50000000,en,1.00000000,,-1,,,,,,
Hiroshima City,Hiroshima City,GPE,-0.13333333,0.20000000,en,1.00000000,,-1,,,,,,
Amagasaki Rookie Series,Amagasaki Rookie Series,GPE,-0.25555556,0.18888889,en,1.00000000,,-1,,,,,,
Fukushima Ward,Fukushima Ward,GPE,-0.34500000,0.49500000,en,1.00000000,,-1,,,,,,
G6M3,G6M3,GPE,-0.40000000,0.70000000,en,1.00000000,,-1,,,,,,
Niagara,Niagara,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Kanto coast,the Kanto coast,LOC,-0.03333333,0.23333333,en,1.00000000,,-1,,,,,,
Tochigi/,Tochigi/,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kogen,Kogen,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Taiki-cho,Taiki-cho,LOC,0.35000000,0.55000000,en,1.00000000,,-1,,,,,,
New Jersey,New Jersey,GPE,0.06704545,0.56931818,en,1.00000000,4442932-0,5099836,P,40.72816000,-74.07764000,NORTH-AMERICA,United States,ENA
Great Britain,Great Britain,GPE,0.00000000,0.46250000,en,1.00000000,4022153-2,2635167,A,54.75844000,-2.69531000,EUROPE,United Kingdom,NEU
Deir Al Bala,Deir Al Bala,GPE,-0.25000000,0.20000000,en,1.00000000,,0,,,,,,
Yabuki Town's,Yabuki Town's,GPE,0.00000000,0.37500000,en,1.00000000,,0,,,,,,
Civilization S,Civilization S,GPE,0.00000000,0.00000000,en,1.00000000,,11209125,S,32.03891000,35.72462000,EUROPE-AFRICA,Jordan,MED
Sampo,Sampo,GPE,0.00000000,0.00000000,en,1.00000000,,1898817,P,37.79830000,127.71278000,ASIA,South Korea,EAS
Sydney,Sydney,GPE,0.00000000,0.00000000,en,1.00000000,4058708-3,2147714,P,-33.86785000,151.20732000,OCEANIA,Australia,EAU
Rakuten Market,Rakuten Market,GPE,0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Kagoshima City,Kagoshima City,GPE,0.00000000,0.00000000,en,1.00000000,4308810-7,12574194,S,33.63868000,130.42770000,ASIA,Japan,EAS
Odaiba,Odaiba,GPE,0.00000000,0.00000000,en,1.00000000,,10958442,L,35.63138000,139.77343000,ASIA,Japan,EAS
Kuroshima,Kuroshima,GPE,0.00000000,0.00000000,en,1.00000000,,1858129,T,24.23867000,124.00955000,ASIA,Japan,EAS
Kuroshima Island,Kuroshima Island,LOC,0.00000000,0.00000000,en,1.00000000,,1858129,T,24.23867000,124.00955000,ASIA,Japan,EAS
Sakura City,Sakura City,GPE,0.35000000,0.65000000,en,1.00000000,,7227245,L,40.81306000,-73.96222000,NORTH-AMERICA,United States,ENA
Gaza Strip,Gaza Strip,GPE,-0.25000000,0.20000000,en,1.00000000,4019325-1,281133,P,31.50161000,34.46672000,EUROPE-AFRICA,Palestinian Territory,MED
Isumi City,Isumi City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Pure Land,the Pure Land,LOC,0.27321429,0.57083333,en,1.00000000,,7208316,S,29.87680000,-95.42090000,NORTH-AMERICA,United States,CNA
Cobb Salad,Cobb Salad,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Harajuku,Harajuku,GPE,0.12500000,0.16666667,en,1.00000000,4353750-9,11058946,L,35.37910000,139.51793000,ASIA,Japan,EAS
Neapolitan,Neapolitan,GPE,0.00000000,0.00000000,en,1.00000000,,7289803,L,40.70355000,14.30695000,EUROPE-AFRICA,Italy,MED
Tanba City,Tanba City,GPE,-0.12500000,1.00000000,en,1.00000000,,0,,,,,,
the Noto Peninsula Earthquake: Damage,the Noto Peninsula Earthquake: Damage,LOC,0.00000000,0.40000000,en,1.00000000,,0,,,,,,
Qud,Qud,GPE,-0.19375000,0.48750000,en,1.00000000,,283362,P,32.45661000,35.22649000,EUROPE-AFRICA,Palestinian Territory,MED
Tono City,Tono City,GPE,0.00000000,0.00000000,en,1.00000000,,10311641,P,33.82372000,130.73655000,ASIA,Japan,EAS
Hinoeuma,Hinoeuma,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Udemy,Udemy,GPE,0.08522727,0.25000000,en,1.00000000,,0,,,,,,
"Fukushima Prefecture (Commerce, Industry and Tourism Division","Fukushima Prefecture (Commerce, Industry and Tourism Division",GPE,0.24352679,0.39821429,en,1.00000000,,0,,,,,,
Yokohama Arena,Yokohama Arena,GPE,0.06818182,0.45000000,en,1.00000000,,0,,,,,,
Suchmos,Suchmos,LOC,0.06818182,0.45000000,en,1.00000000,,0,,,,,,
HuffPost,HuffPost,GPE,-0.30000000,0.70000000,en,1.00000000,,0,,,,,,
Negaimas,Negaimas,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
GNSS,GNSS,GPE,0.13142857,0.30428571,en,1.00000000,,0,,,,,,
Budapest,Budapest,GPE,0.20000000,0.20000000,en,1.00000000,4008684-7,3054643,P,47.49835000,19.04045000,EUROPE,Hungary,WCE
Kuji,Kuji,GPE,0.00000000,0.36250000,en,1.00000000,,1842388,T,37.63722000,125.68139000,ASIA,South Korea,EAS
Honhachinohe,Honhachinohe,GPE,-0.40000000,0.60000000,en,1.00000000,,2130202,S,40.51637000,141.48899000,ASIA,Japan,EAS
Konakano,Konakano,GPE,-0.40000000,0.60000000,en,1.00000000,,8477062,P,40.77911000,140.39774000,ASIA,Japan,EAS
@GermanyinJapan,@GermanyinJapan,GPE,0.16666667,0.45833333,en,1.00000000,,0,,,,,,
Dresden,Dresden,GPE,0.10238095,0.65714286,en,1.00000000,4012995-0,2935022,P,51.05089000,13.73832000,EUROPE,Germany,WCE
Chicago,Chicago,GPE,0.00000000,0.00000000,en,1.00000000,4009921-0,4887398,P,41.85003000,-87.65005000,NORTH-AMERICA,United States,ENA
Nemuro Peninsula,Nemuro Peninsula,GPE,0.00000000,0.00000000,en,1.00000000,,2128973,T,43.35056000,145.66028000,ASIA,Japan,EAS
Bunka-kun,Bunka-kun,GPE,0.00000000,0.00000000,en,1.00000000,,5858234,H,61.06271000,-151.17646000,NORTH-AMERICA,United States,NWN
Hachimachi,Hachimachi,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Parasapo,Parasapo,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Iwate Miyako City,Iwate Miyako City,GPE,0.80000000,0.90000000,en,1.00000000,,0,,,,,,
the Kii Peninsula,the Kii Peninsula,LOC,-0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Konehito,Konehito,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Aomori River,Aomori River,LOC,0.00000000,0.00000000,en,1.00000000,,2129874,H,41.01667000,140.36667000,ASIA,Japan,EAS
Donetsk,Donetsk,GPE,0.25000000,0.25000000,en,1.00000000,,709717,P,48.02300000,37.80224000,EUROPE,Ukraine,WCE
Lugansk,Lugansk,GPE,0.25000000,0.25000000,en,1.00000000,,702658,P,48.56952000,39.32857000,EUROPE,Ukraine,WCE
Kherson,Kherson,GPE,0.25000000,0.25000000,en,1.00000000,4085238-6,706448,P,46.63695000,32.61458000,EUROPE,Ukraine,WCE
Zaporizhia,Zaporizhia,GPE,0.25000000,0.25000000,en,1.00000000,,687700,P,47.85167000,35.11714000,EUROPE,Ukraine,WCE
Nihondo,Nihondo,GPE,0.11818182,0.42727273,en,1.00000000,,0,,,,,,
Otake City,Otake City,GPE,0.16666667,0.20000000,en,1.00000000,,1854755,P,33.65350000,130.33913000,ASIA,Japan,EAS
Otake,Otake,LOC,0.05000000,0.21666667,en,1.00000000,,1853661,A,34.25787000,132.18756000,ASIA,Japan,EAS
Yurakucho,Yurakucho,GPE,0.40000000,0.50000000,en,1.00000000,,1848040,P,35.67494000,139.76193000,ASIA,Japan,EAS
Nanbu,Nanbu,GPE,0.00000000,0.00000000,en,1.00000000,4679374-4,1799830,P,39.05159000,118.30805000,ASIA,China,EAS
Koikeya,Koikeya,GPE,0.55000000,0.90000000,en,1.00000000,,0,,,,,,
the northern Sea,the northern Sea,LOC,0.00000000,0.30000000,en,1.00000000,,3831796,T,-52.00465000,-61.09548000,SOUTH-AMERICA,Falkland Islands,SSA
Takasaki City,Takasaki City,GPE,0.00000000,0.00000000,en,1.00000000,,1850991,T,33.25133000,131.52600000,ASIA,Japan,EAS
Funabashi City,Funabashi City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Ecole Lila,Ecole Lila,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Photoaging,Photoaging,GPE,-0.01250000,0.38750000,en,1.00000000,,0,,,,,,
includingthosefortextanddatamining,includingthosefortextanddatamining,GPE,0.14285714,0.26785714,en,1.00000000,,0,,,,,,
AItraining,AItraining,GPE,0.14285714,0.26785714,en,1.00000000,,0,,,,,,
cryopreserving,cryopreserving,GPE,0.16666667,0.20000000,en,1.00000000,,0,,,,,,
Jeddah,Jeddah,GPE,0.00000000,0.00000000,en,1.00000000,4091273-5,105343,P,21.49012000,39.18624000,ASIA,Saudi Arabia,ARP
Tenki.jp,Tenki.jp,GPE,-0.60000000,1.00000000,en,1.00000000,,0,,,,,,
Britain,Britain,GPE,0.00000000,0.00000000,en,1.00000000,4321693-6,4839292,P,41.66121000,-72.77954000,NORTH-AMERICA,United States,ENA
Shirasato,Shirasato,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Oami Shirasato City,Oami Shirasato City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Inashiki City,Inashiki City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Wakaba Ward,Wakaba Ward,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Chiba City,Chiba City,GPE,0.00000000,0.00000000,en,1.00000000,,10113713,S,35.77759000,140.31124000,ASIA,Japan,EAS
Mobara City,Mobara City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Togane City,Togane City,GPE,0.00000000,0.00000000,en,1.00000000,,1850288,P,34.93923000,132.11202000,ASIA,Japan,EAS
Ichihara City,Ichihara City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Alps,Alps,GPE,0.40000000,0.60000000,en,1.00000000,,0,,,,,,
Tobu,Tobu,GPE,0.00000000,0.00000000,en,1.00000000,4299432-9,2267827,P,32.66568000,-16.92547000,ATLANTIC,Portugal,NAO
Hatsukaichi,Hatsukaichi,GPE,0.05000000,0.21666667,en,1.00000000,,1863018,P,34.35000000,132.33333000,ASIA,Japan,EAS
Nichinan-cho,Nichinan-cho,GPE,0.00000000,0.00000000,en,1.00000000,,1855475,A,35.16225000,133.25939000,ASIA,Japan,EAS
Katatsuki,Katatsuki,GPE,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
Ebisu,Ebisu,GPE,0.28750000,0.63333333,en,1.00000000,,11796278,P,45.43669000,141.65997000,ASIA,Japan,RFE
Inasa Beach,Inasa Beach,GPE,0.50000000,1.00000000,en,1.00000000,,0,,,,,,
Yokohama,Yokohama,GPE,-0.07333333,0.53722222,en,1.00000000,4192186-0,1848354,P,35.43333000,139.65000000,ASIA,Japan,EAS
Kakuteki,Kakuteki,GPE,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
Yasugi,Yasugi,GPE,0.00000000,0.00000000,en,1.00000000,1059844982,7392558,A,35.33570000,133.19761000,ASIA,Japan,EAS
Yonago City,Yonago City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hino Town,Hino Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kofu Town,Kofu Town,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Unnan City,Unnan City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Okuizumo Town,Okuizumo Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hokuei Town,Hokuei Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hiyoshizu Village,Hiyoshizu Village,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hoki Town,Hoki Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Izumo City,Izumo City,GPE,0.00000000,0.00000000,en,1.00000000,,5856579,S,21.31889000,-157.86361000,PACIFIC,United States,NPO
